	leukocyty	weight	hbver	er-cv	ast	indicator	hematokrit	trombocyty	name	smoker	ssn	alt	etytr	erytrocyty	hemoglobin	alp	relationship
9108	8.14926	-26.58460	6.15246	52.96523	60.42991	0.00000	4.86407	10.00131	Michael Mosley	no	289-28-5310	23.44635	7.78611	8.72111	8.02049	40.15653	nop
9109	4.15016	113.08389	7.44481	50.31437	54.96580	1.00000	10.22037	6.84903	Elizabeth Foster	Y	668-04-6245	5.67440	6.84405	5.67573	7.03847	76.91134	single
9110	5.14662	52.54185	6.03042	30.11484	48.32430	1.00000	8.67505	6.62715	Erin Ashley	no	210-86-8938	11.30669	6.99264	7.41562	6.28435	84.91455	married
9111	8.25891	95.48009	7.35833	41.32043	55.32616	1.00000	3.98131	6.50559	Ricky Guerra	yes	064-12-1470	4.88203	5.93213	6.24108	8.26282	32.83314	single
9112	7.84274	87.92364	4.74405	64.34969	19.62681	1.00000	6.45792	4.31310	Dorothy Savage	N	063-17-3640	6.23509	4.71224	6.52873	6.37539	84.54844	divoced
9113	8.54261	174.46205	7.23001	52.52018	40.72923	1.00000	5.23417	5.46762	Christine Campbell	no	200-33-1928	8.30764	4.90819	6.84494	7.29244	66.62370	nop
9114	5.32844	88.89008	6.55226	49.41487	47.41222	1.00000	8.40717	5.21146	Jesse Stevenson	yes	126-04-8787	6.30892	4.45023	6.76544	7.22367	71.16211	separated
9115	6.94352	72.35110	8.95318	74.00294	51.07043	0.00000	6.70179	7.82132	Joseph Wagner	no	241-19-1428	4.28685	6.64223	5.43022	6.21761	87.03975	single
9116	5.94585	96.12931	6.69864	48.20945	53.07684	1.00000	7.68472	9.52668	Melanie Wood	no	781-68-7181	9.24780	7.69162	7.62659	5.47088	78.61864	divoced
9117	3.66437	37.45102	5.27802	27.74276	50.23881	0.00000	3.97947	7.84950	Heather Cooper	Y	046-10-3435	4.70587	8.85936	5.69298	6.67403	85.23326	divoced
9118	5.76628	66.32095	5.99454	49.98436	34.56439	1.00000	7.76976	4.84667	Mary Richardson DVM	yes	238-73-3635	5.89856	5.70604	6.11204	8.61382	20.27150	divoced
9119	7.99260	107.72421	7.11514	55.75832	56.20434	1.00000	7.06075	6.78260	Christopher Scott	no	474-42-6326	6.06248	6.86885	5.81890	6.49989	82.58971	divoced
9120	5.29384	63.18241	9.24647	43.17318	51.48011	1.00000	7.50288	5.97338	Alexandra Duran	no	038-04-2678	8.05250	6.17663	6.48283	7.03899	72.77198	divoced
9121	5.81244	69.40847	6.11693	58.58723	51.22573	0.00000	6.42015	8.19701	Mary Jenkins	yes	749-93-6296	5.93138	7.10568	5.22638	5.00359	59.58968	married
9122	8.08661	37.29269	6.12216	69.22768	38.24470	1.00000	6.91029	6.05308	Alicia Nelson	no	367-96-6660	19.67378	6.10465	8.38319	7.01879	73.31751	married
9123	7.53915	46.63008	7.76643	37.88185	32.96295	1.00000	4.44622	6.88206	Jeffrey Solomon	Y	830-04-0491	9.34196	7.02286	7.47617	4.98196	57.20023	widowed
9124	7.15868	104.15076	5.52500	46.75498	43.19129	1.00000	6.35211	3.27713	Casey Hensley	Y	240-24-2747	5.83219	4.42758	5.79408	5.40797	72.33233	nop
9125	7.70478	37.60588	7.01103	60.14645	39.97585	1.00000	5.27252	5.28320	Frank Johnson	yes	169-69-0740	14.65773	5.54578	8.06877	7.36013	62.93395	widowed
9126	4.44732	102.43273	7.07468	17.56037	49.10096	0.00000	5.12146	6.55626	Robert Newman	no	826-77-4804	5.72115	9.67982	5.35150	6.84897	81.80580	separated
9127	5.15917	20.33213	6.51231	36.41697	48.91894	1.00000	7.31414	3.44616	Emily Lopez	no	619-58-7081	3.79229	3.51000	6.53472	6.94511	86.11680	married
9128	7.55402	68.68682	8.11796	57.57522	46.76440	0.00000	6.15215	7.98463	Troy Yoder	no	877-30-0250	9.52674	5.06649	7.42302	9.03558	17.50643	separated
9129	5.91770	69.65968	6.74727	52.24238	61.26942	0.00000	7.26630	8.65436	Marissa Delgado	Y	455-70-7587	8.42160	8.87572	7.26651	6.65879	81.59618	divoced
9130	6.57464	73.04278	6.88020	44.90604	45.62155	0.00000	2.46501	10.20434	Scott Williams	no	146-51-7367	4.13828	7.82867	6.61309	5.83360	82.79572	divoced
9131	7.64959	65.24436	5.71837	39.02780	37.47994	0.00000	5.49073	6.39339	Nathan Patterson	no	506-31-1710	10.36723	3.98639	7.31169	5.79738	76.06389	single
9132	8.26110	31.09971	7.61694	52.88755	51.97173	1.00000	3.75819	7.48136	Jennifer Reyes	no	130-39-2682	3.83604	6.77583	5.14976	6.45592	84.88263	single
9133	8.72948	66.83305	5.87485	41.14848	68.77916	0.00000	7.04012	8.32093	David King	Y	414-48-8563	18.25981	5.79155	8.29208	6.72232	82.14434	single
9134	6.42167	80.21103	5.87059	60.63884	41.84319	1.00000	5.08939	3.80068	Laura Green	no	813-12-3092	5.12778	5.41604	6.94324	6.94337	82.31926	nop
9135	6.26263	33.44186	5.49137	57.04224	54.72172	1.00000	8.03355	6.35612	Ryan Jackson	Y	691-03-7207	6.74631	6.34048	7.10743	7.99966	38.90430	single
9136	7.22753	73.42883	6.63823	39.00549	47.17498	1.00000	3.13026	4.90309	Daniel Brown	no	086-35-4923	9.08111	5.35914	7.19969	5.59377	77.80984	single
9137	7.11939	105.56283	7.31139	59.94771	47.20079	1.00000	8.67796	7.09813	Margaret Washington	Y	862-51-4439	20.83321	6.25724	8.67470	3.91581	23.06598	single
9138	5.81292	63.82871	5.90208	18.65016	54.26214	1.00000	9.69007	6.57654	Noah Smith	Y	687-77-7866	3.40251	5.38792	6.23883	6.82336	82.13495	separated
9139	7.74709	94.09074	6.43698	41.79736	45.38091	1.00000	9.04799	7.61190	Thomas Mendoza	no	719-36-3200	7.83375	6.48014	7.09610	5.91718	80.16727	married
9140	5.81663	53.81261	5.71890	54.47464	26.92511	0.00000	5.60049	7.89898	Mrs. Kristen Silva	Y	773-91-7626	9.70568	5.47681	7.60089	7.90488	45.00272	separated
9141	7.80346	92.78115	6.99826	65.39987	35.13348	1.00000	5.85699	4.49301	Jennifer Jones	Y	034-38-1503	6.95734	4.83786	5.40735	7.36341	67.09096	married
9142	7.83052	92.65578	6.09408	60.19461	67.29529	1.00000	6.65125	5.47559	Marisa Perez	no	332-18-7736	4.26407	5.79078	5.70528	3.10105	5.01869	married
9143	8.16608	63.67513	8.34640	46.88985	44.53720	1.00000	7.23370	5.03407	Robert Douglas	N	352-65-8872	14.77781	5.16468	8.13357	7.19708	59.79626	married
9144	9.27091	94.46744	6.70940	38.14955	74.03184	1.00000	6.90585	6.47387	Stephanie Marsh	no	499-14-7818	21.17274	5.36004	8.63673	6.84246	81.57080	widowed
9145	7.84147	26.92781	6.05377	38.76891	51.79847	1.00000	6.66996	5.06748	Jonathan Watson	Y	417-39-7167	5.75703	5.42543	6.54822	7.62636	50.70894	separated
9146	5.89570	104.92499	6.33815	45.30116	55.54953	0.00000	5.97515	8.66951	Jenna Carson	no	744-43-3504	5.75757	5.74020	6.22225	5.72122	93.10525	separated
9147	5.08202	22.83123	6.77206	41.96590	50.59768	1.00000	7.83917	5.54329	Jennifer Romero	no	480-54-6719	9.95994	6.10579	6.97190	6.25276	94.35834	separated
9148	7.94968	21.41553	8.09676	54.04994	53.18359	1.00000	5.98047	4.01135	Paula Jones	no	017-57-0226	14.77877	4.27847	8.23460	7.14542	71.50938	divoced
9149	6.98181	63.39209	5.97281	33.43700	42.11877	1.00000	7.76050	2.23490	Allison Tucker	no	492-88-8010	22.61924	3.87928	8.73502	6.57871	82.24183	single
9150	6.05604	25.52443	5.42029	40.38612	69.69569	1.00000	8.13196	4.30574	Veronica Walsh	no	629-54-5588	5.66484	4.17393	6.08574	6.86215	78.32641	married
9151	8.22467	54.33513	6.64544	28.30944	54.25194	0.00000	6.18097	6.64573	Brian Nguyen	no	728-31-0480	11.70867	4.30264	7.69095	6.61237	89.00965	single
9152	8.04392	15.83475	5.99097	37.83380	44.45016	1.00000	4.65098	7.01996	Gilbert Houston	no	235-44-4028	14.09339	6.69774	8.06353	7.28933	70.62954	divoced
9153	5.45711	69.12538	7.37718	32.86660	44.66132	1.00000	8.53283	6.06191	Sheila Barrett	no	287-34-1117	11.47137	5.57158	7.82093	7.67385	56.53537	single
9154	7.92455	51.11299	8.27195	69.20248	43.46994	1.00000	4.83561	6.71985	Francisco Avila	no	801-54-0864	7.26249	6.56033	7.02279	6.43310	82.80209	single
9155	6.40440	38.09476	7.87676	52.06534	37.07964	0.00000	7.29978	8.56176	Christopher Humphrey	no	849-09-6275	12.97231	8.92754	7.96653	7.53203	58.24082	single
9156	8.58840	53.46747	6.28729	47.76352	55.84570	0.00000	6.26292	6.48678	Tiffany Reed	yes	465-53-7443	5.44295	4.39811	6.94244	7.12124	68.54137	widowed
9157	9.19581	74.27891	5.58820	55.62318	51.82831	1.00000	6.35843	5.23861	James Aguilar	no	362-80-8875	1.37098	4.24333	4.58980	7.72008	59.16866	married
9158	8.42127	86.00678	7.55704	71.59980	49.01785	1.00000	6.91764	6.58926	Mary Hughes	no	854-60-9369	8.50601	6.26270	6.64011	5.86277	83.90832	single
9159	6.20973	82.28694	6.49275	48.48053	46.94962	1.00000	9.38084	5.73514	Andrea Mcknight	no	008-82-6468	9.47737	4.41146	6.83683	7.84090	49.23920	widowed
9160	7.54092	92.03633	5.52331	62.27091	50.65463	1.00000	7.83213	5.64624	Karen Baker	Y	687-94-2386	6.50843	5.72780	7.05463	6.29524	86.28093	divoced
9161	5.75520	86.36273	7.64995	36.54584	59.92931	1.00000	7.34928	2.88041	Jeanne Norman	yes	085-44-2150	5.02830	1.81913	5.80471	7.11625	78.46928	nop
9162	4.57285	108.91156	5.54049	57.23314	35.44962	1.00000	7.62671	4.72685	Beth Perkins	no	190-13-9953	6.27121	5.32069	5.81265	5.69739	81.94154	married
9163	5.24632	118.28185	5.99937	24.57797	36.63106	1.00000	6.55267	4.60154	Stephanie Dominguez	no	229-35-1077	11.85917	5.12298	7.64223	6.90474	79.55875	divoced
9164	5.26738	-26.66767	7.38373	49.58121	39.06828	1.00000	7.77883	4.56892	Megan Bonilla	yes	221-94-3844	6.23774	4.74807	6.02551	5.16475	65.34846	single
9165	8.37772	86.28034	6.46153	65.83532	41.07834	0.00000	7.10657	6.99413	Christopher Wilson Jr.	no	783-22-8416	7.71812	4.32192	7.19409	6.08787	87.01632	single
9166	8.89610	45.10634	5.95036	67.32759	58.74719	0.00000	5.90751	9.87019	Lauren Ramirez	no	718-22-5381	10.18190	7.70161	7.10892	5.10938	61.08550	divoced
9167	7.00159	102.49820	8.07558	61.68767	36.65986	0.00000	5.30134	7.86952	Carol Reyes	no	366-79-5255	3.76726	7.36934	5.30012	6.58106	89.57191	single
9168	9.15919	86.90229	6.19662	58.27417	47.62244	0.00000	4.12881	8.33033	Ethan Ryan	no	725-30-8338	6.95749	7.30100	6.74673	5.59823	76.58409	widowed
9169	8.86181	77.03317	6.74606	69.92505	51.15312	0.00000	5.61238	7.66863	Mark Jordan	Y	256-47-6522	9.57518	5.89020	6.97563	7.16330	71.03062	divoced
9170	4.00734	80.43931	6.54873	60.20801	40.22597	1.00000	7.39788	4.07747	Robin Carlson	no	235-55-0078	5.53731	5.15174	6.75079	6.80978	78.75177	divoced
9171	8.83368	107.19078	8.47875	29.91689	55.68023	1.00000	7.35298	4.13942	Maria Flores	no	323-58-0580	10.17250	3.75005	6.98358	6.83750	80.28679	nop
9172	4.96965	-29.38898	6.75712	46.79226	54.00488	1.00000	9.56772	7.17634	Michelle Thompson	yes	204-56-9916	9.09911	6.27908	6.29175	7.09551	77.74174	widowed
9173	7.50196	41.80484	5.99706	35.07827	45.24134	0.00000	5.57802	8.02175	Michelle Thompson	yes	204-56-9916	10.25206	5.25903	7.83443	6.62996	82.67024	divoced
9174	6.08750	39.31691	8.06098	45.07988	31.03078	0.00000	6.07870	7.77300	Andrew Acosta	no	280-43-5247	10.99692	7.14951	7.54269	6.58742	82.22701	divoced
9175	7.09110	38.56169	6.71863	70.57243	35.15209	0.00000	6.16248	8.60692	Gregory Coffey	no	240-21-6826	10.06504	7.44494	7.57387	7.61437	63.54979	separated
9176	5.08101	85.85871	6.60686	49.83600	45.89639	1.00000	8.61295	6.44620	Sheila Hansen	no	434-55-8777	3.63576	6.41458	6.24601	7.74583	53.22476	nop
9177	6.59159	32.43173	5.18712	59.85162	38.00697	1.00000	5.80185	2.92807	Shelby Payne	yes	269-98-0551	9.15752	4.58507	7.51810	7.50586	52.79707	nop
9178	4.62896	114.37381	7.19862	39.74747	70.59086	0.00000	6.54343	8.82268	Timothy Jenkins	no	065-91-4599	30.01167	9.21861	8.97031	8.26094	30.05495	married
9179	7.48889	62.79549	6.92821	57.34858	39.87824	1.00000	4.01266	5.71321	Deborah Bonilla	no	769-53-0423	21.84417	5.95404	8.54837	6.24997	88.44234	divoced
9180	7.58117	75.56788	6.58755	64.44556	56.48957	1.00000	6.91261	5.01839	Frank Jones	no	261-79-1628	12.34816	5.66395	7.81869	8.12340	43.42808	divoced
9181	8.67379	144.78411	7.75478	36.50127	29.34796	0.00000	6.96074	10.12096	Brittney Cooper	no	874-91-0339	8.62973	7.37667	7.01169	8.31478	26.99217	divoced
9182	8.29072	40.85741	7.03284	63.70357	46.41888	0.00000	5.90688	7.41953	Jon Adams	yes	080-85-5717	8.19410	5.13985	7.29106	6.52067	90.62079	single
9183	7.70644	37.50494	6.04847	34.20472	50.41471	1.00000	6.16552	5.47263	Maurice Sanchez	N	277-64-4371	5.14642	5.84375	5.55465	7.58354	56.58663	widowed
9184	6.93167	94.57165	6.04323	43.74390	58.64919	1.00000	5.65905	3.92685	James Hanson	no	006-57-3368	5.60847	5.12538	6.45370	7.86663	45.49288	single
9185	7.54763	33.47947	7.83900	53.60800	41.53677	0.00000	5.61368	7.49462	Frank Arnold	no	888-28-9672	20.01751	5.94880	8.53760	7.06140	78.81259	widowed
9186	7.98157	58.47395	6.18646	23.80547	35.11769	1.00000	5.97449	7.20796	David Luna	no	209-47-1300	9.18995	7.10898	7.57988	7.28937	66.35973	married
9187	5.62241	57.76088	8.75828	43.49686	44.96591	1.00000	7.27446	5.27847	George Williams	no	731-52-1443	11.14926	5.69929	7.68706	6.04849	86.05240	divoced
9188	8.51856	41.74593	8.10215	66.17229	73.92465	1.00000	6.60824	6.58772	John York	no	166-29-7678	10.75930	6.12860	7.47421	6.80511	84.22116	divoced
9189	4.71751	99.87627	5.44045	58.11510	31.57087	0.00000	4.07925	7.02315	Jamie King	Y	183-18-7872	9.28404	9.82242	7.37216	4.22200	31.56908	married
9190	7.09462	82.40862	7.91902	34.55373	52.72729	0.00000	5.31546	8.65490	Timothy Gonzalez	no	593-11-3736	3.17627	5.68454	4.98976	7.16336	68.62085	single
9191	5.50195	93.65479	8.44823	42.91807	66.58748	1.00000	6.62774	5.11672	Matthew Gray	no	348-95-5079	10.54364	5.31647	7.82580	6.61733	87.69432	single
9192	6.15045	137.99024	7.59397	48.75587	37.79920	0.00000	5.41357	7.77490	Matthew Hale	Y	291-82-1559	9.57855	8.48256	7.24153	5.68080	79.16504	married
9193	8.05207	143.99829	5.76449	47.69277	58.63906	1.00000	7.65435	3.26825	Thomas Hart	no	714-90-6099	5.27423	3.75868	7.22710	6.24679	86.18581	divoced
9194	7.08746	54.79458	5.73406	43.08762	53.22517	0.00000	4.20726	6.80309	Hannah Herman	no	353-43-4055	11.42332	4.50898	7.69049	7.22954	71.68283	nop
9195	7.00973	72.31673	5.92076	50.67196	47.79461	1.00000	4.84986	4.13606	Christopher Arias	no	577-95-0821	7.23748	5.12846	7.31540	7.89241	51.74944	divoced
9196	8.21353	89.67253	4.36435	38.77320	34.72369	1.00000	6.63573	4.38468	Nathan Jones	no	556-84-4230	5.18964	4.45150	6.40835	6.24016	92.77645	single
9197	8.79844	79.69732	6.05352	28.68148	53.66440	1.00000	6.07183	6.02336	Yolanda Hampton	yes	680-01-2386	8.80840	5.27880	6.72741	7.16892	68.73501	separated
9198	7.86301	35.88947	7.86134	34.60040	45.36402	1.00000	5.12983	5.54031	Stephanie Strickland	no	621-66-6547	8.92612	5.61126	6.60013	7.89394	49.93420	separated
9199	8.11304	21.00551	7.17904	47.69574	48.01451	1.00000	4.39481	6.81230	Ebony Zimmerman	no	013-33-2970	8.49775	6.40458	7.18538	8.66246	21.63456	nop
9200	6.70480	83.56763	7.35894	56.19898	57.51480	1.00000	5.73102	4.04318	Phillip Thompson	no	127-57-7016	5.77330	5.45715	4.58287	6.99352	71.63650	divoced
9201	6.99838	82.78309	7.27050	32.55506	38.64478	1.00000	7.90859	5.96464	Daniel Jackson	no	718-08-7246	10.77710	5.67984	7.67976	5.82404	84.25777	separated
9202	8.10198	50.37151	7.24106	47.41501	65.64637	0.00000	4.67967	8.52844	Kevin Flynn	Y	385-35-4189	7.19624	6.53133	7.02505	5.69343	85.58507	married
9203	5.49105	98.01122	5.95639	65.14946	29.12707	0.00000	5.19430	10.03083	Kaylee Roach	yes	177-43-7419	6.99560	6.41325	6.61661	8.01495	40.62100	divoced
9204	7.69784	9.09391	8.99111	41.64102	47.30297	1.00000	5.57723	6.09463	Denise Prince	no	853-38-5333	8.73875	6.33146	7.48547	7.29151	70.33290	married
9205	7.08779	74.82345	8.32609	67.17487	54.96716	0.00000	4.79365	10.93433	Henry Rogers	no	317-57-3682	18.43095	7.92957	8.23570	5.46773	69.82867	married
9206	4.90287	-47.29190	6.81812	51.15693	33.49892	0.00000	3.58897	8.26750	Dr. Tyler Lyons DDS	yes	243-65-4402	28.38662	5.74176	8.92884	4.57582	40.08662	separated
9207	5.41730	106.27291	6.80260	33.69637	61.36177	1.00000	6.68247	4.38378	Kenneth Brennan	no	227-09-2192	5.00652	5.32990	6.77413	7.57787	56.08973	separated
9208	8.16174	49.95196	7.64665	32.51006	73.32120	1.00000	5.46090	5.33753	Gabriel King	no	053-76-5365	4.32892	5.19209	6.62162	5.91335	86.95059	divoced
9209	7.63025	109.19882	10.07218	62.41487	42.45413	0.00000	6.43037	10.42844	Sarah Little	Y	332-90-9700	5.01820	7.16471	7.23519	6.53356	84.23016	married
9210	7.85013	61.39958	8.13588	48.99217	42.01290	0.00000	6.30501	6.46445	Cassidy Ellis	yes	785-51-6009	12.66363	3.82239	7.99277	8.00595	42.36439	divoced
9211	4.71397	59.77692	7.01698	71.68782	53.54034	0.00000	7.92830	5.07937	Chad Johnson	no	514-49-8705	4.99801	5.96682	6.67051	5.67819	80.96889	married
9212	8.37817	51.98450	6.01477	39.47362	68.59389	1.00000	6.29281	4.72153	Mary Pacheco	Y	765-82-7670	6.35018	4.55475	6.91202	8.03459	47.91150	single
9213	4.56584	51.56126	7.41922	27.02841	32.14523	1.00000	7.67605	4.95363	Katrina Nelson	Y	550-14-9218	9.92519	4.26765	7.18030	7.92357	43.15446	married
9214	5.16051	79.09258	7.50243	37.98935	59.57507	0.00000	7.65653	8.74072	Aaron Miller	no	486-88-4508	12.48009	9.33943	8.06806	4.96991	54.13771	divoced
9215	6.09575	68.04646	8.97847	33.44870	46.98658	1.00000	7.82061	6.86828	Amy Harris	no	551-93-5596	8.65353	7.01545	7.08921	7.98219	44.54630	separated
9216	6.09514	79.51101	6.20158	14.32934	59.70927	1.00000	6.81527	2.66152	Catherine Elliott	no	750-98-2627	51.31470	4.95418	9.56584	6.66219	83.16635	single
9217	9.48261	69.77657	7.28740	29.84463	52.35807	1.00000	6.00698	6.96986	Melissa Miller	no	607-83-9987	6.26042	5.46336	6.81991	7.76340	47.67180	divoced
9218	5.30401	23.46378	6.26603	21.87633	48.59464	1.00000	6.18269	3.76257	Hannah Combs	no	509-80-7107	14.04701	4.54494	7.91928	9.19242	7.68510	separated
9219		85.49888	7.91006	56.96601	37.17857	1.00000	7.76888	3.10739	Timothy Evans	yes	835-20-7907	15.27352	2.38671	8.00149	8.26051	26.62073	married
9220	4.89709	115.89096	7.14345	24.33533	46.63458	1.00000	5.99147	4.56095	Daniel Ward	no	708-25-0457	6.21472	5.61314	6.42293	6.89660	75.46860	separated
9221	4.42869	81.19228	6.81011	57.76931	50.73008	0.00000	4.72900	8.26825	Jesse Hudson	no	260-98-9169	6.39650	7.40461	6.73447	5.42378	75.72657	separated
9222	7.58405	12.60846	6.79231	33.29396	47.61383	0.00000	3.12773	8.65612	Patricia Johnson	yes	560-89-0643	5.60391	6.91640	6.60249	7.61794	55.20343	married
9223	8.77202	51.97817	6.83278	56.92481	31.70730	0.00000	6.26146	8.27495	Sharon Ochoa	yes	826-94-8198	6.88653	6.06983	7.12600	7.77491	54.45200	single
9224	7.24777	60.93427	6.71171	55.56271	51.78203	1.00000	9.91722	7.60189	Timothy Armstrong	no	561-34-2224	7.06268	6.03246	6.27535		81.33999	separated
9225	8.04616	26.48561	5.60917	68.54503	41.72953	1.00000	5.87530	5.36202	Brianna Becker	N	462-37-7566	6.80293	5.38404	5.74906	4.37856	37.08870	married
9226	4.27683	73.91729	7.40132	47.46821	59.17278	0.00000	2.93680	6.43230	Melissa Simmons	no	601-59-1975	57.92440	9.86837	9.76027	5.77310	83.02302	married
9227	8.17417	45.67947	7.44608	51.23483	70.07192	1.00000	5.21566	7.67522	Emily Fuller	no	605-34-7050	9.65797	7.21789	7.30452	5.64690	82.30668	widowed
9228	4.14218	93.44266	4.28778	62.67366	40.86376	0.00000	4.29990	9.79312	Stephen Johnson	no	422-27-8716	8.24616	8.29263	7.25906	6.55889	85.78901	nop
9229	6.77728	69.51076	6.86486	51.71588	39.96874	1.00000	8.97092	5.46046	Wendy Turner	Y	559-78-1795	11.93239	3.90800	8.07100	6.43974	87.61927	divoced
9230	6.96622	79.10193	8.07730	60.64615	57.46464	1.00000	5.94874	5.08514	Justin Fisher	Y	536-12-2690	9.34403	6.17356	7.46133	5.67302	81.82373	married
9231	8.20109	58.44852	6.79314	59.78299	38.52631	0.00000	4.96993	7.14737	Timothy Dorsey	no	090-38-7588	8.28051	5.23981	7.19962	6.19663	86.34510	single
9232	5.82214	17.77906	7.11103	53.90193	46.65255	1.00000	8.03096	6.38825	Christopher King	no	325-86-7288	5.07976	6.80175	4.63722	7.02840	80.03578	nop
9233	6.61731	8.68056	5.98042	60.97704	50.68029	1.00000	4.79529	4.34648	Kevin Berry	yes	048-66-6382	9.23929	5.68219	6.48177	5.96311	88.49518	widowed
9234	8.24665	71.48639	7.06359	57.34246	37.15251	1.00000	6.60862	7.23347	Tiffany Phillips	no	740-67-5556	19.15971	6.96237	8.02579	7.15683	65.77417	single
9235	6.05774	25.46781	7.24768	58.69597	48.49636	1.00000	8.59677	7.12120	Matthew Wheeler	Y	644-66-5545	10.43389	7.62199	8.02161	6.09235	83.06561	widowed
9236	4.85834	114.35828	6.69088	34.96610	54.41259	1.00000	6.43026	3.65825	Julie Smith	yes	707-99-2882	17.81429	4.15508	8.28452	5.70090	84.42566	single
9237	6.73764	55.83982	6.64431	62.28962	45.90864	1.00000	9.04074	6.11074	Kimberly Armstrong	no	337-88-8433		5.13146	6.77038	5.76666	86.02644	widowed
9238	3.68606	69.62922	9.33743	75.76043	56.30707	1.00000	8.02083	3.55136	Caitlin Gonzalez	no	580-93-2728	19.13194	3.30058	8.44998	6.90876	80.79302	married
9239	4.70456	71.22223	6.92724	28.92057	48.86245	1.00000	7.37611	4.42201	Michelle Reese	yes	013-73-1852	6.22102	4.57503	6.13671	6.28375	84.60141	divoced
9240	5.06897	110.66456	7.77636	27.84845	66.16207	1.00000	7.88363	5.33351	Mrs. Allison Bell	N	692-95-3854	4.67330	4.80646	6.55780	8.40052	23.09175	divoced
9241	6.36581	44.11986	7.27208	36.20391	44.08986	0.00000	6.98715	9.28577	Jennifer Holmes	no	802-06-0050	7.63788	7.04156	6.81867	7.05863	78.88196	separated
9242	7.46568	112.53976	6.89469	73.60129	62.12734	0.00000	4.89161	7.33232	Grant Rodriguez	no	304-32-7672	6.87067	4.96336	5.14162	6.57373	84.43974	divoced
9243	8.76652	36.11444	6.77854	51.56644	59.63098	0.00000	5.61008	6.65333	Jeremiah Savage	no	660-81-8119	4.91289	4.89347	6.35006	7.50144	63.10904	married
9244	6.80082	-16.86581	7.04638	43.21542	39.53256	1.00000	6.90186	2.98509	Linda Kramer	no	325-59-3869	3.18535	4.59308	5.58780	5.95906	87.40275	nop
9245	7.49651	96.36859	5.95364	39.88502	69.69372	1.00000	3.56524	7.07950	Virginia Powell	yes	735-24-4545	15.07961	7.11401	7.93705	6.01283	89.16482	nop
9246	4.60647	123.67170	8.74768	55.93827	31.23963	1.00000	7.14857	4.94922	James Wells	no	329-07-1312	9.29909	6.38933	7.36281	7.68712	54.97353	married
9247	5.58559	10.74955	5.43213	56.68248	56.19747	1.00000	7.09036	4.29962	Dr. Robert Lee	no	228-10-4666	6.80108	5.08812	6.59533	5.40796	74.69582	divoced
9248	7.53723	-0.34832	6.97611	80.14940	67.20599	0.00000	5.47290	6.32929	Lori Buck	Y	139-65-8168	7.82526	3.88647	7.38339	7.08736	79.93140	separated
9249	7.45374	125.92189	7.53441	58.54700	53.38224	1.00000	7.71857	2.65535	Nancy Garcia	no	438-23-0289	10.21890	3.78574	7.46352	6.19256	87.88091	separated
9250	6.86850	28.66983	7.58628	28.18174	61.96868	0.00000	4.87873	6.03750	Anthony Watson	yes	515-31-9563	39.01796	3.36659	9.35695	5.72188	79.70248	single
9251	6.27207	107.71232	6.53506	44.22732	41.40995	1.00000	9.26646	6.22541	Lauren Rodriguez	no	714-35-1242	10.47470	4.81344	7.35702	7.83049	48.99631	nop
9252	5.99522	54.01656	7.23812	87.72476	46.24559	0.00000	6.98888	7.93750	Monica Lewis	yes	639-15-7178	6.12272	7.40477	5.89685	6.05296	82.48582	widowed
9253	5.99146	19.66958	7.59628	54.22042	27.23074	1.00000	8.21896	6.17089	Daniel Johnson	no	623-65-1214	9.72484	5.64141	7.21809	6.49891	85.60588	single
9254	8.07058	41.88049	6.22719	40.60318	54.50353	1.00000	7.08879	3.87895	Robert Ryan	yes	517-98-6500	14.95489	4.20980	8.22215	8.13274	35.48621	single
9255	7.96371	86.77388	8.67640	35.99963	46.89216	1.00000	4.87355	6.24587	Jennifer Daniels	Y	335-58-0890	3.91607	6.10985	5.77329	8.63981	25.60872	married
9256	6.63218	33.27406		31.28445	84.05335	0.00000	2.09737	9.29740	Crystal Ibarra	no	752-80-0979	5.21082	7.26044	6.38090	5.55930	74.93441	single
9257	7.31750	43.94536	8.60082	66.92210	75.92747	0.00000	5.28616	8.70969	Katrina Dennis	Y	496-99-7747	3.48445	5.89746	5.37264	5.84235	81.57164	single
9258	7.31062	87.41364	6.85474	35.52605	39.55406	0.00000	8.67226	8.04774	Susan Hawkins	no	356-57-7078	6.06211	9.17056	6.83748	7.93994	45.63570	nop
9259	6.81484	57.82689	6.70617	26.10781	23.18491	1.00000	5.60987	4.61113	Amanda Moss	Y	004-50-2430	5.75484	5.84501	6.17556	8.35156	31.33246	married
9260	6.60343	25.81903	6.66344	43.98755	39.80974	1.00000	7.87559	5.33864	Nicole Frost	no	203-47-8636	6.26622	4.96616	6.66386	6.25351	80.83214	single
9261	8.40286	100.63003	6.58936	58.74876	35.73987	1.00000	4.26812	7.29062	Donna Taylor	no	628-96-1868	6.25465	6.52921	6.49100	6.95696	77.36225	divoced
9262	7.42754	135.83636	4.63969	52.98286	56.18294	1.00000	5.01853	5.34418	Devon Hampton	no	181-69-6186	4.44034	5.83197	4.80750	5.57049	74.58362	single
9263	8.03452	14.72523	7.21493	50.44185	66.72772	1.00000	7.98491	4.73064	Brian Pierce	Y	332-15-1799	12.24440	5.13674	7.56988	7.27797	69.77888	nop
