job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Field trials officer	Mccormick, Chapman and Smith	F	"057 Lowe Orchard Apt. 249
Lake Kristen, MI 61063"	O-	008-27-2880	Teresa Rogers	1934-04-09	White	87	5.52376	53.63598	8.55791	7-8	50-60	41.02098	66.44642	1.0	7.30937	4.42508	no	19.34093	4.92535	8.53611	7.31754	67.44167	divorced
Consulting civil engineer	Harris-Waters	M	"7091 Mark Wall
Robertside, WY 99084"	B+	599-82-3167	Brett Escobar	1928-11-11	Black	93	7.41126	86.7716	6.36991	4-5	80-90	12.34441	45.26344	0.0	4.56732	9.99999	no	5.09181	7.4018	6.71433	6.05762	84.51619	divorced
Maintenance engineer	Meyer, Anderson and Decker	F	"Unit 5766 Box 3184
DPO AA 09759"	A-	202-63-8370	Yvonne Shea	1992-08-09	Indian	29	4.42237	58.13174	7.08337	8-9	50-60	34.07588	49.44589	1.0	8.43766	6.08634	no	7.57652	6.40877	6.4674	5.62395	75.09543	married
Equities trader	Gordon-Shea	F	"424 Cross Plaza Suite 790
South Ryanburgh, FL 53949"	B-	041-71-2653	Misty Koch	1988-09-09	White	33	6.86536	71.47509	7.93639	7-8	70-80	11.13664	50.41176	0.0	7.22943	6.36552	yes	6.50175	9.4133	6.18234	7.33513	63.60946	married
Forensic psychologist	Adams-Scott	M	"20313 Choi Springs
Caseymouth, AZ 70811"	A-	210-44-2101	Jordan Hansen	2001-04-28	White	20	5.16269	73.16796	7.72744	9-10	70-80	37.21881	52.77185	1.0	9.16284	7.05465	no	5.21398	5.99461	5.78314	6.36368	84.03678	widowed
Building surveyor	Hodges-Ross	F	"4687 Moore Mills Suite 409
West Linda, WY 11009"	O+	177-24-9448	Brooke Reed	1911-11-05	Indian	110	5.57377	71.25994	7.48424	7-8	70-80	56.59363	24.96655	1.0	7.70477	5.41923	no	6.899	4.96798	5.98755	7.982	45.25723	single
Marine scientist	Wade and Sons	F	"158 Fowler Port Suite 837
Joelshire, VT 37538"	AB+	067-03-3806	Elizabeth Mccarty	1925-07-14	Indian	96	6.35408	46.48588	8.80976	7-8	40-50	61.05853	52.01659	1.0	7.96854	5.93182	yes	6.26482	6.05044	6.15002	5.71329	79.89874	married
Scientist, forensic	Schneider Inc	M	"309 Harris Brooks Apt. 554
Lake Gracefort, AZ 31655"	A+	804-06-4801	Alexander Ramirez	1997-07-07	Asian	24	8.02025	13.96498	7.1188	5-6		48.39496	38.45148	0.0	5.17551	6.07361	no	9.25429	4.10682	6.89142	7.47585	62.90313	separated
Surveyor, building control	Church, Estrada and Murray	F	"403 Michael Valleys
Lake Williamtown, IL 54226"	B-	862-27-6783	Kristi Smith	1933-11-05	Black	88	5.98985	131.77137	5.86225	8-9	130-140	37.78969	59.96771	1.0	8.43356	6.71165	no	7.82936	7.0717	6.88506	7.01759	76.0451	divorced
Therapist, sports	Graves, Martin and Gordon	M	"48125 Mckenzie Way Suite 500
Dianefort, AR 05763"	A+	211-85-2077	Chris Fox	1955-10-03	White	66	6.43289	25.11253	8.00467	7-8	20-30	84.17976	64.06665	0.0	7.29712	10.23332	yes	5.25985	7.06746	5.47357	7.47025	62.69935	separated
Dancer	Harris-Sherman	F	"75731 Dominguez Forge
Sandraville, NE 51699"	A-	092-90-3117	Monica Henry	1906-03-09	White	115	7.81005	15.29701	6.54565	4-5	10-20	45.4119	39.43039	1.0	4.6188	6.3741	no	8.24633	6.33366	7.07551	7.573	52.35896	separated
English as a second language teacher	Davis Inc	F	"732 Carla Burg Apt. 901
Juliamouth, MT 55094"	B+	166-06-1051	April Clark	1922-08-21	White	99	6.03827	32.13552	6.97894	6-7	30-40	60.6812	52.78271	1.0	6.4772	5.03016	no	7.12971	5.75873	6.28803	6.7444	80.96782	nop
Administrator, sports	Curtis, Gomez and Williams	M	"066 Fuller Light Suite 853
East Johnnyton, IL 40527"	AB-	702-62-4093	Eric White	1945-07-05	Indian	76	7.11537	47.4216	5.61455	4-5	40-50	61.58151	52.56981	0.0	4.23152	6.46074	yes	10.48026	4.21361	7.43287	7.59768	57.34072	separated
Catering manager	Holland, Brown and Wells	M	"92396 Odonnell Island Suite 828
West Kylemouth, WV 97949"	O+	223-78-8617	Derek Horton	2001-07-04	Black	20	4.5401	120.01395	7.34179	6-7	120-130	43.3129	34.46417	1.0	6.85793	5.38709	no	10.6922	6.1044	7.03331	6.56467	83.82602	separated
Journalist, magazine	Rhodes-Booker	F	"80959 Williams Prairie
West Jennifer, NV 88544"	B-	633-93-7892	Mary Moreno	2008-09-19	Asian	13	6.35524	22.69474	6.38583	8-9	20-30	45.80735	57.05701	1.0	8.2611	7.97734	yes	5.12985	8.3383	6.34918	8.98993	10.41187	separated
International aid/development worker	Garcia-Hayes	M	"7873 Sanders Flats Suite 416
East Rebeccashire, WY 95925"	A-	157-56-1563	Robert Tate	1934-08-10	White	87	7.99228	93.14492	5.69263	6-7	90-100	26.94737	54.53453	0.0	6.71069	7.76581	yes	5.54824	4.93073	6.10572	7.05926	70.1713	divorced
Press photographer	Lang, Harper and Owen	F	"941 Schmitt Gardens
Shawnland, NY 10617"	B-	224-85-7956	Laura Hudson	1926-08-24	Indian	95		64.02353	8.48266	5-6	60-70	36.38692	25.03235	0.0	5.97242	7.35119	yes	8.69104	8.50891	7.1704	6.38038	87.41038	nop
Oncologist	Cabrera-Green	F	"7938 Stanley Viaduct
Port Haroldtown, ID 09082"	A+	605-35-1755	Tammy Reynolds	1974-04-07	Asian	47	8.36222	49.45482	8.21533	4-5	40-50	50.2604	32.86553	0.0	4.98571	7.20917	yes	6.11624	5.38154	6.9654	7.32555	69.53748	married
Curator	Baker Ltd	F	"5183 White Pike Apt. 241
North Jose, MD 64442"	AB+	461-54-0337	Brandy Lucero	1976-09-09	Black	45	6.36024	64.38525	6.43273	5-6	60-70	41.09439	32.61963	1.0	5.84011	2.34957	yes	5.55887	2.16788	5.95325	6.40267	92.49903	married
Hospital doctor	Contreras-Koch	M	"79030 Burke Spur
West Melaniemouth, NC 02055"	O+	240-24-2747	Casey Hensley	1916-06-23	Asian	105	7.15868	104.15076	5.525	6-7	100-110	46.75498	43.19129	1.0	6.35211	3.27713	yes	5.83219	4.42758	5.79408	5.40797	72.33233	nop
Records manager	George-Jordan	M	"69172 Rodriguez Corners
North Jamesview, MO 68231"	A+	143-05-5134	Robert Mitchell	1921-08-24	Black	100	6.84538	80.34837	7.15678	6-7	80-90	60.85557	43.82684	0.0	6.02072	7.33068	no	5.70952	4.05194	6.24345	6.99202	79.79047	married
Education administrator	Barnes-Robles	F	"92011 Zachary Mountains
Robinburgh, IN 25013"	B-	747-40-2472	Kristen Lee	1915-02-19	Asian	106	6.32357	83.21832	6.317	7-8	80-90	31.10135	57.88921	1.0	7.94231	3.29895	no	6.64969	2.13968	6.48096	9.74198	14.07069	married
Field trials officer	Mccormick, Chapman and Smith	F	"057 Lowe Orchard Apt. 249
Lake Kristen, MI 61063"	O-	008-27-2880	Teresa Rogers	1934-04-09	White	87	7.66716	36.79749	7.00192	9-10	30-40	45.13311	44.44047	1.0	9.01893	8.56821	yes	6.82825	7.80051	5.93817	7.92876	45.84211	divorced
Production manager	Morgan, Sandoval and Olson	M	"PSC 6934, Box 0010
APO AE 42803"	B+	790-69-4531	Scott Flores	1948-09-20	White	73	5.27336	78.92919	5.72888	6-7	70-80	63.04736	42.19966	0.0	6.57446	8.36029	yes	24.61031	9.69785	8.62478	9.35511	5.69727	married
Legal executive	Blair, Reyes and Finley	M	"0514 Alexis Drives
South Alexland, GA 61264"	A+	401-98-1837	James Eaton	1960-07-06	Black	61	6.84997	125.15075	7.12378	3-4	120-130	60.6573	69.13554	0.0	3.81895	7.11899	yes	4.35812	4.76303	6.53287	5.29408	73.09293	married
Engineer, electrical	Burke-Stout	M	"33998 Dylan Pike
Brownview, NY 98004"	AB+	301-83-9129	Jacob Pham	1973-01-12	Indian	48	7.82713	60.13407	5.9148	3-4	60-70	19.78652	56.95534	1.0	3.32202	7.45554	yes	8.57042	7.09812	5.40915	6.61989	90.39326	separated
Waste management officer	Vincent, Stevens and Calderon	M	"353 Susan Isle Suite 727
Wolfeton, MI 07934"	O+	809-12-1641	Derek Mack	1981-04-24	White	40	7.30593	114.0795	6.88747	5-6	110-120	50.15486	58.47152	1.0	5.46766	4.67068	no	7.16192	5.41185	5.92143	7.32881	70.12726	divorced
Editorial assistant	Mason Ltd	F	"504 Rodriguez Key
New Ronald, IL 67126"	O-	479-95-3705	Karen Martinez	1921-05-29	White	100	9.07754	60.60976	6.1286	5-6	60-70	67.15083	35.48746	0.0	5.92381	5.68213	no	5.78086	4.69693	6.39554	7.13174	70.77337	married
Graphic designer	Molina LLC	M	"96792 Shields Greens
Baldwinfort, MA 71335"	B-	044-87-1324	George Gentry	1912-01-09	White	109	6.10319	122.13021	6.86694	8-9	120-130	27.35018	45.30988	1.0	8.04888	4.13892	no	7.27305	3.55273	5.99818	5.40935	68.09506	divorced
Education administrator	Morgan-Ramos	F	"54450 Thomas Burg
West Morganberg, ID 94474"	O+	030-43-2917	Erica Santiago	1951-03-18	White	70	5.05266	73.48791	6.37913	6-7	70-80	49.55332	53.53126	1.0	6.65372	4.21242	no	8.4012	5.08789	5.33834	7.40936	66.08933	married
Clinical embryologist	Johnson-Cook	M	"770 Robert Ridge Suite 529
North Jennifer, MI 17503"	O+	690-69-3177	Jon White	1936-01-11	White	85	7.60801	10.64642	7.29629	5-6	10-20	27.12392	25.14915	1.0	5.57219	5.31028	no	6.87037	5.70504	5.83626	5.55773	81.5764	married
Environmental education officer	Barnes Ltd	F	"53995 Hill Viaduct
Warrenborough, HI 55801"	B-	422-81-0335	Laura Lang	1949-11-02	White	72	7.5765	79.99487	3.80396	5-6	70-80	57.4022	43.46271	0.0	5.35568	10.76345	yes	5.55236	7.88835	5.88425	6.94053	81.65652	married
Youth worker	Castro-Sanchez	M	"989 Oliver Brook Apt. 231
Lake Shaun, ND 14425"	O+	483-81-1041	Brian Myers	1990-05-24	White	31	5.38767	62.53642	5.98283	5-6	60-70	35.74931	54.39086	0.0	5.05021	6.9548	yes	8.64848	7.32281	6.52496	6.18831	90.45995	separated
Television floor manager	Soto-White	F	"56899 Peggy Pines
Lake Jeremyburgh, NH 70550"	AB-	393-71-8443	Holly Roberts	1926-08-20	Black	95	5.02788	138.36164	7.19659	3-4	130-140	73.45984	49.21704	0.0	3.7902		no	3.51698	8.24648	6.16648	5.77329	84.35053	divorced
Statistician	Kennedy and Sons	F	"0655 Christina Station
Shannonfurt, AR 02997"	B-	080-20-9172	Lisa Dean	1975-01-13	White	46	7.99538	10.07492	7.18959	7-8	10-20	62.60519	55.90667	1.0	7.12046	4.62433	no	10.03329	4.94976	6.71305	6.11688	85.50314	single
Mechanical engineer	Fletcher, Williams and Lawson	M	"884 Erica Courts
New Ryanborough, MA 76836"	A-	470-09-4167	Daniel Perry	1921-11-21	Indian	99	5.23282	103.31149	7.38097	5-6	100-110	61.90923	73.85676	0.0	5.29649	8.18116	no	15.05371	6.38409	7.95121	9.03385	9.24432	married
Scientist, research (maths)	Haynes, Davis and Hardin	F	"6624 Peters Spur
Brianhaven, DC 37030"	O+	099-50-9842	Lori Nicholson	1963-01-09	White	58	8.48417	59.71328	8.1774	5-6	50-60	56.693	20.48568	1.0	5.05403	5.53331	no	26.41145	5.0052	8.87568	7.7617	49.89379	divorced
Scientific laboratory technician	French, Alexander and Jones	F	"5838 Nicholas Glen
Salazarstad, NJ 78095"	B+	877-76-5967	Kristin Davis	1943-09-02	White	78	6.13123	52.6061	5.50778	6-7	50-60	26.65266	47.74357	1.0	6.86894	4.28459	yes	5.77036	5.15182	6.91632	4.80345	51.02782	single
Heritage manager	Morrow, House and Gonzalez	M	"34677 Nicole Road
Micheleburgh, CT 79580"	O-	019-63-1210	Michael Woods MD	1940-05-26	White	81	7.55157	52.62064	6.71037	7-8	50-60	45.64885	29.24167	1.0	7.74992	4.9706	no	5.83724	4.18121	6.04504	8.52739	15.50382	widowed
Customer service manager	Lewis Inc	M	"84824 Christopher Way Suite 867
Sanchezhaven, NH 50117"	B-	525-22-4686	Brian Crosby	1968-09-11	White	53	3.48244	83.84473	6.06566	5-6	80-90	63.61067	46.02631	0.0	5.00295	9.22212	no	8.81036	7.95792	6.4129	5.72674	85.02982	married
Accountant, chartered certified	Welch, Jackson and Moore	F	"USNS Jones
FPO AE 19852"	AB-	094-03-7952	Sharon Jones	1981-10-04	Asian	40	8.20171	36.42262	6.91512	5-6	30-40	51.85346	49.86213	1.0	5.32865	6.40783	no	7.81292	6.08256	7.35868	7.49001	65.8891	nop
Building surveyor	Ramirez-Davis	M	"PSC 8310, Box 1043
APO AA 69472"	B+	532-09-7575	Noah Jackson	1936-11-15	Asian	84	8.6248	60.79421	7.63188	5-6	60-70	58.84844	54.51681	1.0	5.07174	7.41723	no	11.87982	6.54837	7.46927	7.26238	71.62714	separated
Chiropodist	Bradley and Sons	M	"Unit 7216 Box 5272
DPO AA 19306"	AB+	375-20-0321	Stephen Hall	1943-11-29	Black	77	5.65557	51.14945	8.93665	6-7	50-60	30.21147	62.79914	1.0	6.76435	4.46874	no	5.31761	4.71841	5.8514	7.3453	65.95123	single
IT sales professional	Evans-Woods	F	"061 Martinez Curve
Mallorymouth, WA 42371"	B-	341-93-8634	Dr. Kimberly Sexton	1961-03-27	Black	60	4.81201	59.30041	7.90741	2-3	50-60	60.75843	59.5027	0.0	2.9637	9.30576	yes	17.60795	6.07737	8.4872	4.84808	45.02057	nop
Recycling officer	Patterson, Ramirez and Tyler	M	"81130 Dorothy Throughway Suite 653
Williamshire, KY 08054"	A+	877-30-0250	Troy Yoder	1995-12-05	White	25	7.55402	68.68682	8.11796	6-7	60-70	57.57522	46.7644	0.0	6.15215	7.98463	no	9.52674	5.06649	7.42302	9.03558	17.50643	separated
Armed forces technical officer	Garza, Bush and Lopez	F	"8858 Tracy Creek
South Heathershire, NH 57052"	A+	441-07-7046	Laura Johnson	1940-04-30	White	81		31.499	6.85338	5-6	30-40	52.99994	29.51613	1.0	5.40408	5.7142	no	5.45303	5.69972	6.57989	7.93048	50.2081	widowed
Fine artist	Hampton-Montes	M	"03590 Baker Lodge
Kevinfort, NY 60171"	AB-	710-47-5772	Travis Cole	1929-09-22	White	92	4.7995	57.59101	7.90316	7-8	50-60	57.94301	30.25705	0.0	7.41252	9.34404	yes	14.95953	9.96047	7.9865	6.86023	72.83641	married
Buyer, industrial	West LLC	M	"95610 Natalie Row
North Crystal, MS 32851"	O-	078-35-8687	Brian Stewart Jr.	1979-07-30	Black	42	3.59702	46.29829	7.22273	8-9	40-50	50.78168	39.18622	0.0	8.81148	6.46342	yes	5.37115	6.17853	6.33649	6.09867	83.5419	single
Technical sales engineer	Conley, Gonzales and Kim	F	"42256 Sara Isle
Davisberg, OR 93257"	O+	163-32-6218	Connie Edwards DVM	1908-10-21	Black	113	7.95597	18.76022	6.93805	7-8	10-20	47.98748	56.42402	1.0	7.11568	6.48867	yes	6.29545	7.05919	6.16011	6.07097	87.04229	single
Heritage manager	Castillo, Long and Stewart	M	"1579 Berg Falls
Turnerhaven, WY 69489"	AB-	754-15-0687	Michael Mckenzie	1954-12-05	White	66	7.41378	61.16397	5.70285	6-7	60-70	61.64196	57.34032	1.0	6.89696	3.55572	no	11.95066	4.51463	7.69835	6.31873	87.81721	divorced
Comptroller	Robinson, Strickland and Smith	F	"5159 Howard Cove Suite 417
Myersbury, DC 88393"	O+	093-16-0929	Tiffany Stark	1996-01-11	White	25	6.8138	79.82876	5.33451	7-8	70-80	23.5798	32.05115	1.0	7.36643	5.82822	yes	9.86527	6.7366	7.45176	7.57617	54.94597	divorced
Marketing executive	Jones-Bennett	M	"5990 Richard Mountain
Perkinsshire, AK 30615"	O+	249-22-4705	Ethan Davis	2016-08-31	White	5	9.07702	76.92254	6.70257	6-7	70-80	15.44982	57.88118	1.0	6.14914	7.36123	no	8.40042	6.22233	7.55854	6.84495	85.39801	widowed
Chartered management accountant	Ramos-Long	F	"36715 Russell Mountain Apt. 633
West Robertside, MS 56425"	A+	399-25-2993	Dawn Smith	2006-10-06	White	15	7.7047	81.36627	7.33765	5-6	80-90	81.5833	65.25927	0.0	5.09215	6.83236	no	6.46822	4.59316	6.6445	8.28119	34.98509	divorced
Risk manager	Castaneda, Ingram and Whitehead	F	"3607 Thomas Canyon
Lake Jessica, AL 67609"	A+	256-16-5929	Karen Jones	2019-04-04	Asian	2	4.68345	80.40372	7.98873	7-8	80-90	61.66868	42.17346	1.0	7.85075	5.50975	no	3.27695	5.63803	4.00663	6.11811	83.59952	separated
Programmer, multimedia	Torres-Velasquez	F	"296 Lynch Meadows
Whitemouth, WA 53784"	B+	263-02-6646	Angela Richard	1960-01-10	White	61	5.22	131.18036	6.64068	5-6	130-140	55.3166	77.29532	0.0	5.12559	10.34368	no	11.62605	7.528	7.49213	6.49455	85.49983	separated
Surveyor, planning and development	Brown, Bryant and James	M	"892 Jennifer Gateway
South Robertaburgh, SD 19694"	O+	278-63-8912	Jeffrey Cowan	1962-12-04	Indian	58	5.95938	41.86144	7.95654	5-6	40-50	74.37974	53.61133	0.0	5.36339	6.71467	yes	5.85893	10.07112	5.92253	8.46837	32.55698	divorced
Psychologist, sport and exercise	Cohen, George and Hernandez	M	"863 Gibbs Light
Rossville, AK 38289"	A-	082-87-2066	Christopher Henry IV	1915-09-20	White	106	8.04207	74.7444	7.8869	5-6	70-80	47.77715	33.49219	1.0	5.17563	4.55965	yes	8.04845	4.57041	6.53848	8.00101	43.57726	single
Radiographer, therapeutic	Adams, Jones and Garcia	M	"624 Martin Center Apt. 381
Lake Judy, IN 63186"	A-	381-70-1492	David Lopez	1932-04-09	White	89	6.81935	88.91609	6.91029	9-10	80-90	59.3013	43.40138	1.0	9.70022	7.24109	no	12.02322	5.27694	7.68024	6.48765	90.65223	widowed
Television/film/video producer	Fernandez, Griffin and Bradley	M	"10270 Melissa Way
Frederickchester, OK 89798"	O+	203-03-7856	Kevin Garcia	1987-06-11	White	34	8.6158	87.66706	8.05524	5-6	80-90	63.92238	47.64096	1.0	5.04153	7.11076	no	17.39775	6.27484	8.26545	7.37078	65.95639	single
Nurse, mental health	Miller, Perez and Bates	F	"9537 Phillips Divide
North Cory, CA 86484"	B-	113-23-7143	Lauren Johnson	1982-11-10	Asian	39	5.80358	140.65001	6.55803	6-7	140-150	74.93316	62.68545	0.0	6.44836	6.91108	yes	8.41698	9.14135	7.14154	6.60062	90.18846	divorced
Scientist, marine	Jackson, Phillips and Bennett	M	"31817 Linda Mills
Port Robertchester, WY 27263"	O+	549-79-5568	Kenneth Moore	1996-01-06	White	25	5.78088	42.39176	7.5991	5-6	40-50	69.90089	58.33169	0.0	5.81576	8.77422	no	5.45818	7.26558	6.58283	6.12073	90.16952	widowed
Financial risk analyst	Washington-Morales	M	"75169 Reeves Mountains
Maryshire, SC 70440"	A-	707-63-9561	Zachary Cantu	1933-03-14	White	88	6.85981	41.16662	6.99394	7-8	40-50	40.58926	39.48976	1.0	7.8028	4.52832	no	6.79425	3.16227	7.36983	5.41449	69.85585	married
Recruitment consultant	Davis Group	M	"USS Rodriguez
FPO AP 47484"	B-	095-48-4258	Michael Howard	1945-09-06	Asian	76	5.45892	74.75966	6.30359	8-9	70-80	53.07996		1.0	8.68968	4.10269	no	3.8589	2.98528	6.67317	6.90947	79.73109	divorced
Geoscientist	Daugherty, Macias and Chavez	M	"649 Green Views Apt. 756
Lake Andrea, TN 40965"	B+	214-48-5727	Samuel Foster	2016-06-08	Black	5	7.64846	9.36403	7.24487	5-6	0-10	64.72815	45.94435	1.0	5.48376	5.01434	no	8.41892	5.39304	7.49468	6.40903	84.93907	divorced
Industrial/product designer	Shea, Schneider and Castillo	M	"2911 Kelsey Alley
Mooreview, NY 36028"	B-	084-31-2312	Kelly Boyer	1950-04-21	White	71	4.68519	60.16145	7.89703	6-7	60-70	46.37527	49.54493	0.0	6.2851	7.37919	no	6.03525	10.33394	7.1665	5.87775	88.85452	single
Therapist, drama	Clark LLC	M	"365 Jeffrey Island
Mcclureview, ME 36504"	O-	032-27-8925	Jason Johnson	1920-06-19	White	101	5.42858	62.47563	6.02427	6-7	60-70	58.10103	54.89843	1.0	6.88642	4.94759	no	5.67963	5.29933	6.1868	6.75283	86.24494	married
Geophysical data processor	Brown, Ramirez and Castillo	F	"62539 Whitney Lane
Mullinsview, OK 48862"	O+	031-46-1065	Kimberly Manning	1958-04-09	White	63	8.12951	81.65732	7.73326	8-9	80-90	51.61093	43.22284	1.0	8.07392	4.52108	no	13.91818	4.87016	7.54539	7.00501	77.99567	married
Radiographer, diagnostic	Fisher-Maldonado	M	"27213 Leslie Cove
Charlesland, CA 24046"	A-	375-57-8847	Robert West	1940-04-16	White	81	5.38257	77.77479	7.1547	8-9	70-80	45.38325	52.34632	1.0	8.33053	6.19471	yes	9.03903	6.28551	7.3891	7.69013	53.03096	widowed
Public relations account executive	Jackson LLC	M	"32744 Jeffrey Bridge
Brownbury, OH 22196"	A+	173-37-7120	Donald Bryant	1907-08-05	White	114	6.67914	140.78049	5.51013	7-8	140-150	54.58157	52.83819	1.0	7.24719	6.28278	yes	6.30783	7.43081	6.94731	7.39086	65.25302	married
Environmental consultant	Marshall-Cabrera	F	"Unit 9213 Box 6461
DPO AA 93982"	O+	731-55-9347	Ashley Kelly	1912-02-23	White	109	9.57033	10.14143	6.76667	4-5	10-20	61.94764	44.90152	1.0	4.56699	9.40065	no	6.00298	7.35792		6.9012	78.40259	widowed
Medical physicist	Brown LLC	F	"438 Harris Unions Apt. 428
Lake Pam, SC 43660"	A+	364-43-1786	Evelyn Edwards	1916-01-10	White	105	4.71013	44.38008	7.0737	6-7	40-50	37.49253	63.44428	1.0	6.52484	5.03001	no	3.70019	7.0802	5.59439	6.65118	81.40274	divorced
Herbalist	Webb-Martin	F	"6852 Michelle Coves
East Jesuschester, NY 49713"	O+	091-43-7455	Dawn Wagner	1979-01-17	Black	42	7.52309	42.556	8.63406	5-6	40-50	58.47227	65.55703	1.0	5.07689	5.94452	yes	6.15713	6.28954	6.70077	8.75185	10.98703	married
Exercise physiologist	Fleming LLC	F	"7003 Yates Course
Youngstad, NY 53730"	AB-	363-34-9999	Cynthia Carroll	1909-11-14	White	111	8.54097	79.54944	6.70961	6-7	70-80	21.54033	51.8418	0.0	6.14547	9.53881	no	6.73017	7.09479	6.25029	6.78577	86.92567	widowed
English as a foreign language teacher	Johnson-Castro	M	"1242 Shepard Way Apt. 502
Christiantown, NE 46029"	A+	079-59-0127	Scott Santiago	1930-02-26	Asian	91	8.16749	92.04846	7.32643	5-6	90-100	71.62216	49.1525	1.0	5.74749	6.21588	no	18.60614	6.00603	8.4873	7.60645	48.02767	single
Administrator, sports	Lee-Martin	F	"610 Shaw Spurs
New Christopher, ME 89804"	O+	750-98-2627	Catherine Elliott	1963-08-18	Asian	58	3.65809	61.26253	5.47576	8-9	60-70	70.09003	50.77095	1.0	8.36701	6.8864	yes	2.76526	7.7941	5.072	5.91733	79.42142	separated
Office manager	Lloyd-Hess	M	"494 Lawson Ports Apt. 254
Jasminefurt, NV 43544"	A+	613-39-2813	Michael Miller	1921-07-22	Black	100	7.8043	56.15849	6.81685	6-7	50-60	66.90942	45.04253	0.0	6.49415	5.99954	yes	50.33033	3.31441	9.64734	5.06534	62.31736	widowed
Doctor, general practice	Smith, Cox and Brooks	M	"USNV Harris
FPO AP 28952"	B+	251-06-5338	Andrew White	1916-11-06	Indian	105	5.88494	80.14414	5.20431	7-8	80-90	54.90593	62.53747	1.0	7.50539	4.17416	yes	8.83443	4.3962	7.3948	6.35886	83.54236	single
Health visitor	Bradshaw, Moore and Martinez	F	"7612 Andrew Field Apt. 974
New Sean, CO 64155"	B+	367-98-8158	Kim Smith	1912-08-31	Black	109	10.31108	102.07798	6.92948	5-6	100-110	28.53013	49.43572	0.0	5.32689	5.64596	yes	16.12293	5.19931	8.24759	5.04684	61.46888	separated
Pharmacist, hospital	Hubbard, Hayes and Parker	M	"7960 Keith Rapids
South Robertberg, NH 45481"	A-	169-15-1537	Patrick Baker	2006-09-29	Black	15	6.9777	30.34831	7.47241	4-5	30-40	48.15709	68.59626	0.0	4.34014	9.98587	yes	4.73267	7.19304	5.6926	8.04843	45.98209	single
Journalist, broadcasting	Powers, Ferguson and Orozco	F	"PSC 5845, Box 4758
APO AA 33039"	O+	663-04-5183	Nancy Mitchell	1960-03-11	Hawaiian	61	8.32975	5.89259	6.09135	7-8	0-10	51.55634	63.01013	1.0	7.53875	6.63281	no	5.7129	6.13825	6.40547	6.71515	76.72551	married
Higher education careers adviser	Sanchez, Harrison and Blake	F	"043 Thomas Grove
Audreyview, MS 75180"	A-	398-26-9619	Patricia Medina	1962-03-02	White	59	8.0358	52.58522	7.82396	6-7	50-60	54.41537	38.5017	1.0	6.59899	5.65164	yes	9.5851	5.75997	7.34217	5.81182	84.39622	single
Editor, film/video	Nguyen LLC	F	"188 Thornton Fords
Lake Samantha, CO 75700"	A+	555-99-8733	Tasha Vance	2020-09-21	Black	1	5.4782	57.74765	6.42208	7-8	50-60	47.53015	55.93789	1.0	7.74208	5.33368	no	10.98182	5.33719	7.32772	6.54516	86.11749	widowed
Further education lecturer	Rodriguez-Bryant	F	"8785 Griffin Flats
Amberport, PA 50648"	O-	893-33-9171	Robin Miller	1925-10-11	Asian	96	8.4982	57.60977	6.39402	4-5	50-60	56.98767	37.30275	1.0	4.67295	6.17814	no	3.96972	5.51196	5.51425	7.81176	53.65207	separated
Engineering geologist	Parker, Tucker and Collier	M	"536 David Path Suite 955
Lake Sarah, ME 32551"	AB-	600-14-9379	James Payne	1908-10-02	Black	113	5.56674	91.30444	9.24875	5-6	90-100	53.58291	65.30419	0.0	5.69158	7.79652	yes	10.25644	6.9673	6.21697	7.67885	58.80794	married
Sports development officer	Morris, Spence and Brooks	M	"553 Haynes Falls Suite 278
South Morganville, DC 50347"	A-	610-57-2422	Robert Oconnell	1929-08-14	White	92	7.94474	77.9087	5.54567	3-4	70-80	27.44585	38.46231	0.0	3.99896	10.68196	no	13.66697	8.64581	7.99531	4.45067	44.94148	nop
Museum education officer	Rose-Johnston	M	"2057 Le Turnpike Suite 214
Alexanderstad, NH 08682"	B+	752-42-0961	Michael King	1972-10-17	White	49	4.92722	48.3752	6.93676	4-5	40-50	45.54843	23.92195	0.0	4.39954	6.95955	no	7.56882	7.98706	6.84077	7.41892	64.72543	single
Lobbyist	Valentine-Mckinney	M	"392 Jason Union
Perezmouth, MI 44831"	A+	853-35-2420	Randy Nguyen	1949-04-23	Hawaiian	72	6.5576	95.23497	7.11549	6-7	90-100	32.73656	50.90702	0.0	6.27623	8.18891	no	4.52034	7.82582	5.96938	6.38017	86.11062	widowed
Engineer, manufacturing systems	Booth-Richardson	F	"69775 Giles Crescent Suite 592
Carrieview, MI 75626"	AB+	121-20-0989	Martha Reeves	1978-03-31	White	43	7.95564	78.74633	5.83502	4-5	70-80	61.94041	51.1892	1.0	4.40893	7.5611	no	8.3546	7.21488	6.79878	8.91588	14.07632	married
Ranger/warden	Blanchard PLC	F	"Unit 5933 Box 0941
DPO AA 79203"	O+	075-15-9739	Brenda Santiago	1981-09-17	Asian	40	5.03327	143.91029	5.80798	7-8	140-150	58.08376	36.7134	1.0	7.1138	3.95069	no	6.95678	4.68661	5.95941	6.04518	79.17921	divorced
